,elem1,elem2,elem3,elem4,comp1,comp2,comp3,comp4,melt_point
0,Lu,Ag,O,Vac,25.0,25.0,50.0,0.0,1331.3289794921875
1,K,In,O,Vac,25.0,25.0,50.0,0.0,1401.611083984375
2,Cs,B,O,Vac,42.857142857142854,14.285714285714285,42.857142857142854,0.0,957.08837890625
3,Rb,Ga,O,Vac,50.0,10.0,40.0,0.0,1075.9273681640625
4,Ba,Nb,Fe,O,20.0,10.0,10.0,60.0,1762.5394287109375
5,K,Sn,O,Vac,16.666666666666664,25.0,58.333333333333336,0.0,1427.4573974609375
6,Sr,Bi,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1288.5008544921875
7,Ca,Pd,O,Vac,36.36363636363637,9.090909090909092,54.54545454545454,0.0,1655.7886962890625
8,Mg,Co,Ni,O,43.75,3.125,3.125,50.0,1717.678955078125
9,Li,Mg,Co,O,1.5625,46.875,1.5625,50.0,1515.3431396484375
10,Sr,Cd,Pt,O,27.27272727272727,9.090909090909092,9.090909090909092,54.54545454545454,1480.760009765625
11,Rb,Au,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,844.447998046875
12,Co,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1214.330322265625
13,Ge,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1245.92724609375
14,Sr,Ca,Ti,O,17.5,2.5,20.0,60.0,1778.5283203125
15,Ba,Sr,Ti,O,7.5,12.5,20.0,60.0,2060.2705078125
16,K,Na,Ta,O,12.5,7.5,20.0,60.0,1469.879638671875
17,Hg,O,Vac,Vac,50.0,50.0,0.0,0.0,1044.97119140625
18,Ba,Te,O,Vac,50.0,25.0,25.0,0.0,1668.1448974609375
19,Li,La,Fe,O,10.0,20.0,10.0,60.0,1816.822998046875
20,Bi,S,O,Vac,40.0,40.0,20.0,0.0,994.4371337890625
21,Ba,Lu,Bi,O,20.0,10.0,10.0,60.0,1759.833984375
22,La,Bi,S,O,20.0,20.0,40.0,20.0,1309.6605224609375
23,Ba,Zn,Te,O,20.0,10.0,10.0,60.0,1139.835693359375
24,Ba,Zr,Ti,O,20.0,10.0,10.0,60.0,2187.350830078125
25,Sr,Mg,Mo,O,20.0,10.0,10.0,60.0,1564.9639892578125
26,Gd,Zn,As,O,25.0,25.0,25.0,25.0,1582.718994140625
27,La,Fe,O,Vac,20.0,20.0,60.0,0.0,2094.4248046875
28,La,Mn,Se,O,22.22222222222222,22.22222222222222,22.22222222222222,33.33333333333333,1351.30322265625
29,Hg,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,816.9566040039062
30,Sr,Li,Re,O,20.0,10.0,10.0,60.0,1105.5487060546875
31,Sr,Zr,Mn,O,20.0,10.0,10.0,60.0,1953.619873046875
32,Sc,Al,C,O,25.0,25.0,25.0,25.0,778.24072265625
33,Cs,Fe,O,Vac,25.0,25.0,50.0,0.0,1089.501708984375
34,Ba,Na,I,O,20.0,10.0,10.0,60.0,832.1954956054688
35,Sr,Al,O,Vac,20.33898305084746,23.728813559322035,55.932203389830505,0.0,2337.5419921875
36,Ba,Sm,Mo,O,20.0,10.0,10.0,60.0,1402.1551513671875
37,Sr,Mn,Mo,O,20.0,10.0,10.0,60.0,1614.8944091796875
38,Sr,Fe,S,O,16.666666666666664,33.33333333333333,33.33333333333333,16.666666666666664,1413.213134765625
39,K,Pd,O,Vac,16.666666666666664,33.33333333333333,50.0,0.0,975.5806274414062
40,Tb,Ti,S,O,18.181818181818183,18.181818181818183,18.181818181818183,45.45454545454545,1603.5101318359375
41,Ba,Ag,O,Vac,20.0,40.0,40.0,0.0,1083.433349609375
42,Cs,Ag,O,Vac,25.0,25.0,50.0,0.0,801.8309326171875
43,Ga,Ag,O,Vac,25.0,25.0,50.0,0.0,1083.396484375
44,Ga,Fe,B,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,1340.3125
45,Ba,Sr,Ti,O,2.5,17.5,20.0,60.0,2082.283203125
46,Tm,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1774.2154541015625
47,Tm,Te,O,Vac,40.0,20.0,40.0,0.0,1650.1220703125
48,Sr,Ta,N,O,20.0,20.0,20.0,40.0,812.666748046875
49,Ni,Bi,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,1225.253173828125
50,Sn,P,O,Vac,7.6923076923076925,23.076923076923077,69.23076923076923,0.0,1910.5377197265625
51,Nb,Pb,O,Vac,15.873015873015872,22.22222222222222,61.904761904761905,0.0,1445.5054931640625
52,Ga,Cu,O,Vac,25.0,25.0,50.0,0.0,1491.654541015625
53,Ga,Ag,O,Vac,25.0,25.0,50.0,0.0,1083.396484375
54,Sc,Ag,O,Vac,25.0,25.0,50.0,0.0,1115.9754638671875
55,Na,Ag,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,846.7811889648438
56,K,Cu,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,838.17919921875
57,Ba,Fe,P,O,7.6923076923076925,15.384615384615385,15.384615384615385,61.53846153846154,1818.35546875
58,Ba,Sb,H,O,53.333333333333336,26.666666666666668,13.333333333333334,6.666666666666667,1302.6348876953125
59,Ba,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1545.381591796875
60,Sm,Fe,O,Vac,30.0,10.0,60.0,0.0,1954.23583984375
61,Y,Cr,Cu,O,5.0,20.0,15.0,60.0,1637.4178466796875
62,La,Cr,Cu,O,5.0,20.0,15.0,60.0,1702.0228271484375
63,Ba,In,Ga,O,22.22222222222222,11.11111111111111,11.11111111111111,55.55555555555556,1865.4156494140625
64,Ba,Tb,Mn,O,11.11111111111111,11.11111111111111,22.22222222222222,55.55555555555556,2017.5660400390625
65,Ba,Co,Re,O,21.052631578947366,5.263157894736842,10.526315789473683,63.1578947368421,1024.53173828125
66,Eu,Zr,O,Vac,20.0,20.0,60.0,0.0,2634.2705078125
67,Na,Cu,S,O,55.55555555555556,11.11111111111111,11.11111111111111,22.22222222222222,991.3646240234375
68,K,Fe,O,Vac,15.384615384615385,30.76923076923077,53.84615384615385,0.0,1325.3751220703125
69,Na,C,O,Vac,20.0,20.0,60.0,0.0,776.231201171875
70,K,Cu,Te,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,907.6395263671875
71,Ba,Nb,Bi,O,20.0,10.0,10.0,60.0,1505.1158447265625
72,Ag,Se,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,697.3889770507812
73,Ca,Si,O,Vac,60.0,20.0,20.0,0.0,1776.5098876953125
74,Yb,Sn,O,Vac,60.0,20.0,20.0,0.0,1766.2802734375
75,Yb,Pb,O,Vac,60.0,20.0,20.0,0.0,1720.7001953125
76,Ba,Ti,B,O,10.0,10.0,20.0,60.0,1718.74462890625
77,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
78,Mn,Ge,O,Vac,35.0,5.0,60.0,0.0,1620.384033203125
79,Nb,Pb,O,Vac,20.0,15.0,65.0,0.0,1537.8155517578125
80,Na,Fe,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1327.0106201171875
81,Mn,Hg,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1007.0628051757812
82,Na,N,O,Vac,42.857142857142854,14.285714285714285,42.857142857142854,0.0,704.2122192382812
83,Li,Mn,Cr,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1280.53076171875
84,Li,Mn,Cr,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1301.1953125
85,Li,Fe,Cu,O,25.0,12.5,12.5,50.0,1164.0880126953125
86,Li,Fe,Bi,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1133.0477294921875
87,Li,Co,Ni,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1301.3450927734375
88,Ho,Te,O,Vac,40.0,20.0,40.0,0.0,1706.4049072265625
89,Ho,Pb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1645.170166015625
90,Er,Te,O,Vac,40.0,20.0,40.0,0.0,1676.0225830078125
91,Dy,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1707.25439453125
92,Cs,Br,O,Vac,54.54545454545454,36.36363636363637,9.090909090909092,0.0,731.2932739257812
93,Co,P,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1515.981689453125
94,Ba,Sn,O,Vac,20.0,20.0,60.0,0.0,2193.649658203125
95,Ag,As,O,Vac,20.0,20.0,60.0,0.0,840.4857788085938
96,Rb,W,O,Vac,7.6923076923076925,23.076923076923077,69.23076923076923,0.0,1029.6055908203125
97,Cu,Re,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,951.284423828125
98,Cs,V,S,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,600.0475463867188
99,Ba,Y,Mn,O,11.11111111111111,11.11111111111111,22.22222222222222,55.55555555555556,1955.7216796875
100,Li,Co,O,Vac,43.47826086956522,17.391304347826086,39.130434782608695,0.0,1464.0281982421875
101,Ba,Er,Mn,O,11.11111111111111,11.11111111111111,22.22222222222222,55.55555555555556,2000.13720703125
102,Ba,Nb,V,O,6.25,12.5,12.5,68.75,1853.7315673828125
103,Mn,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1006.317138671875
104,Ir,Pb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1294.60498046875
105,Na,Os,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,923.2213134765625
106,Ba,Co,Ge,O,16.666666666666664,8.333333333333332,16.666666666666664,58.333333333333336,1607.6304931640625
107,Rb,V,O,Vac,13.636363636363635,22.727272727272727,63.63636363636363,0.0,957.8426513671875
108,Nd,H,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,1145.95654296875
109,Gd,Sb,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,1806.522216796875
110,Cd,Sb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1432.284423828125
111,Bi,I,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,624.5006103515625
112,Sr,Co,Ge,O,16.666666666666664,8.333333333333332,16.666666666666664,58.333333333333336,1586.6627197265625
113,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
114,Gd,Mn,Ge,O,9.090909090909092,9.090909090909092,18.181818181818183,63.63636363636363,1708.3773193359375
115,Eu,I,O,Vac,36.36363636363637,54.54545454545454,9.090909090909092,0.0,960.7259521484375
116,Cs,Cd,B,O,16.666666666666664,16.666666666666664,16.666666666666664,50.0,1025.4332275390625
117,Li,Ca,Os,O,9.090909090909092,27.27272727272727,9.090909090909092,54.54545454545454,1509.2197265625
118,Ba,Zn,Te,O,9.090909090909092,9.090909090909092,18.181818181818183,63.63636363636363,1216.9425048828125
119,Gd,Nb,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,2084.320068359375
120,Ag,P,Se,O,45.45454545454545,9.090909090909092,9.090909090909092,36.36363636363637,1153.6513671875
121,Sr,Co,O,Vac,27.27272727272727,18.181818181818183,54.54545454545454,0.0,2087.685302734375
122,Co,H,Cl,O,16.666666666666664,33.33333333333333,33.33333333333333,16.666666666666664,333.2472839355469
123,Tl,V,O,Vac,13.636363636363635,22.727272727272727,63.63636363636363,0.0,859.546142578125
124,Cu,I,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,436.7088317871094
125,K,V,Ge,O,6.666666666666667,20.0,13.333333333333334,60.0,911.740966796875
126,Cs,V,O,Vac,15.384615384615385,23.076923076923077,61.53846153846154,0.0,953.2840576171875
127,Na,Nd,Si,O,16.666666666666664,13.333333333333334,13.333333333333334,56.666666666666664,1694.1617431640625
128,Na,Mn,V,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1043.461669921875
129,Ce,As,O,F,14.285714285714285,14.285714285714285,57.14285714285714,14.285714285714285,1397.3665771484375
130,Mn,Sb,I,O,23.076923076923077,15.384615384615385,30.76923076923077,30.76923076923077,441.0096435546875
131,Fe,Sb,Br,O,23.076923076923077,15.384615384615385,30.76923076923077,30.76923076923077,430.994140625
132,Sr,Mn,V,O,7.6923076923076925,15.384615384615385,15.384615384615385,61.53846153846154,1399.9150390625
133,Ag,I,O,Vac,8.333333333333332,25.0,66.66666666666666,0.0,428.3076171875
134,Y,Nb,Te,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1309.8143310546875
135,Ag,B,O,Vac,17.647058823529413,29.411764705882355,52.94117647058824,0.0,931.8690185546875
136,Mn,Pb,W,O,10.0,20.0,10.0,60.0,1270.0416259765625
137,Gd,Se,O,F,33.33333333333333,16.666666666666664,16.666666666666664,33.33333333333333,1924.1134033203125
138,Cu,Hg,Te,O,11.11111111111111,7.4074074074074066,22.22222222222222,59.25925925925925,685.7626953125
139,Nb,Tl,V,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,907.3705444335938
140,Mg,Au,S,O,4.3478260869565215,8.695652173913043,17.391304347826086,69.56521739130434,1064.7169189453125
141,K,Nb,V,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,888.129150390625
142,Nb,Tl,V,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,907.3705444335938
143,Tl,P,Pd,O,8.695652173913043,17.391304347826086,13.043478260869565,60.86956521739131,717.8655395507812
144,Cd,B,P,O,25.0,8.333333333333332,8.333333333333332,58.333333333333336,1212.9151611328125
145,Na,P,Pd,O,8.695652173913043,17.391304347826086,13.043478260869565,60.86956521739131,944.2601318359375
146,Gd,Be,B,O,5.263157894736842,10.526315789473683,26.31578947368421,57.89473684210527,1403.7587890625
147,P,Pd,Pb,O,18.181818181818183,9.090909090909092,9.090909090909092,63.63636363636363,848.6856689453125
148,Ag,P,H,O,15.384615384615385,15.384615384615385,15.384615384615385,53.84615384615385,569.1917114257812
149,Ca,P,O,Vac,23.809523809523807,14.285714285714285,61.904761904761905,0.0,1835.2281494140625
150,Sr,I,O,Vac,26.31578947368421,10.526315789473683,63.1578947368421,0.0,1147.6075439453125
151,Ho,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1795.2061767578125
152,Eu,B,O,F,27.77777777777778,16.666666666666664,50.0,5.555555555555555,1673.322021484375
153,V,Pb,O,F,13.793103448275861,10.344827586206897,10.344827586206897,65.51724137931035,491.9064636230469
154,La,Mn,Se,O,28.57142857142857,14.285714285714285,28.57142857142857,28.57142857142857,1574.841552734375
155,Cs,Cu,Si,O,10.0,5.0,25.0,60.0,1077.138671875
156,Ca,V,O,Vac,23.809523809523807,14.285714285714285,61.904761904761905,0.0,1369.107666015625
157,B,Mo,Pb,O,9.523809523809524,4.761904761904762,28.57142857142857,57.14285714285714,1017.4151611328125
158,La,Zn,Se,O,28.57142857142857,14.285714285714285,28.57142857142857,28.57142857142857,1617.0047607421875
159,Cr,B,Pb,O,4.761904761904762,9.523809523809524,28.57142857142857,57.14285714285714,985.5428466796875
160,Ba,Nd,In,O,8.333333333333332,16.666666666666664,16.666666666666664,58.333333333333336,2116.92919921875
161,Pr,Fe,O,Vac,15.0,25.0,60.0,0.0,2046.5418701171875
162,Bi,W,O,Vac,15.384615384615385,15.384615384615385,69.23076923076923,0.0,1370.6942138671875
163,Ag,Sn,S,O,6.666666666666667,3.3333333333333335,20.0,70.0,1138.423583984375
164,Fe,B,P,O,11.11111111111111,5.555555555555555,16.666666666666664,66.66666666666666,1380.247314453125
165,Re,N,O,F,6.666666666666667,13.333333333333334,26.666666666666668,53.333333333333336,346.09039306640625
166,Nd,C,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1245.1124267578125
167,Tl,V,I,O,5.263157894736842,10.526315789473683,15.789473684210526,68.42105263157895,490.6034240722656
168,K,As,W,O,7.6923076923076925,7.6923076923076925,15.384615384615385,69.23076923076923,1005.6066284179688
169,Pr,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1730.56494140625
170,Nb,Bi,Br,O,7.142857142857142,28.57142857142857,7.142857142857142,57.14285714285714,1109.383544921875
171,K,Fe,O,Vac,50.0,11.11111111111111,38.88888888888889,0.0,1104.9957275390625
172,Cs,P,Pd,O,8.695652173913043,17.391304347826086,13.043478260869565,60.86956521739131,907.5111694335938
173,Ce,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1730.6480712890625
174,Rb,Fe,As,O,13.333333333333334,13.333333333333334,13.333333333333334,60.0,1196.1455078125
175,Ba,V,Se,O,8.333333333333332,16.666666666666664,8.333333333333332,66.66666666666666,1005.1748046875
176,Ba,Lu,Co,O,7.6923076923076925,7.6923076923076925,30.76923076923077,53.84615384615385,1989.4964599609375
177,Ba,La,Ti,O,6.25,12.5,18.75,62.5,2171.554443359375
178,Na,Ti,As,O,5.555555555555555,11.11111111111111,16.666666666666664,66.66666666666666,1470.7291259765625
179,Ba,H,Pt,O,10.526315789473683,42.10526315789473,5.263157894736842,42.10526315789473,428.6874694824219
180,Sm,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1736.039306640625
181,B,Pb,O,F,11.11111111111111,33.33333333333333,44.44444444444444,11.11111111111111,1062.47998046875
182,Li,Be,P,O,16.0,12.0,14.000000000000002,57.99999999999999,1285.232177734375
183,Pb,N,O,Vac,23.076923076923077,15.384615384615385,61.53846153846154,0.0,407.9181823730469
184,Sm,C,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1148.7802734375
185,Cs,Nb,Te,O,6.25,18.75,8.333333333333332,66.66666666666666,1203.181884765625
186,Rb,Mn,O,Vac,31.428571428571427,22.857142857142858,45.714285714285715,0.0,1019.2005615234375
187,K,Ag,As,O,12.5,25.0,12.5,50.0,879.3890991210938
188,K,Ru,O,Vac,25.0,12.5,62.5,0.0,867.2489624023438
189,Cu,P,H,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,589.4945068359375
190,Sr,Mn,Se,O,22.22222222222222,22.22222222222222,11.11111111111111,44.44444444444444,1364.7103271484375
191,Tl,Mo,Se,O,11.11111111111111,16.666666666666664,5.555555555555555,66.66666666666666,870.1226806640625
192,Mn,Te,O,Vac,5.0,30.0,65.0,0.0,1001.2380981445312
193,Li,Fe,Se,O,6.25,6.25,25.0,62.5,923.4063110351562
194,Nd,Fe,O,Vac,15.0,25.0,60.0,0.0,2034.1624755859375
195,Er,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1792.060546875
196,Ce,H,S,O,4.3478260869565215,34.78260869565217,8.695652173913043,52.17391304347826,406.0463562011719
197,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
198,Nd,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1741.071044921875
199,Nd,Se,O,Vac,40.0,56.00000000000001,4.0,0.0,2022.2469482421875
200,Cs,Re,Cl,O,22.22222222222222,11.11111111111111,33.33333333333333,33.33333333333333,777.5677490234375
201,Cs,Os,Cl,O,23.52941176470588,11.76470588235294,58.82352941176471,5.88235294117647,929.3311157226562
202,Na,V,Cr,O,15.0,15.0,10.0,60.0,791.3624267578125
203,Eu,B,Cl,O,27.77777777777778,16.666666666666664,5.555555555555555,50.0,1514.2110595703125
204,Cd,Te,Pb,O,5.555555555555555,5.555555555555555,33.33333333333333,55.55555555555556,1038.4212646484375
205,Co,Te,Pb,O,18.0,10.0,12.0,60.0,1095.5914306640625
206,Ga,Cu,Se,O,12.5,6.25,18.75,62.5,1067.037353515625
207,Cs,Ge,Sb,O,12.5,12.5,12.5,62.5,1406.722412109375
208,K,V,Se,O,9.090909090909092,18.181818181818183,9.090909090909092,63.63636363636363,719.3271484375
209,Ba,Pr,In,O,8.333333333333332,16.666666666666664,16.666666666666664,58.333333333333336,2114.9677734375
210,V,Pb,Se,O,6.0606060606060606,12.121212121212121,18.181818181818183,63.63636363636363,979.9935302734375
211,Rb,I,O,Vac,33.33333333333333,11.11111111111111,55.55555555555556,0.0,939.1781005859375
212,K,Fe,O,Vac,50.0,10.0,40.0,0.0,1115.40478515625
213,Gd,Mo,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,1453.816162109375
214,Tb,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1765.4490966796875
215,Rb,Te,O,Vac,11.428571428571429,22.857142857142858,65.71428571428571,0.0,626.6004028320312
216,In,Ga,Ir,O,36.36363636363637,12.121212121212121,6.0606060606060606,45.45454545454545,1310.06005859375
217,Cs,V,S,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,600.0475463867188
218,Gd,Si,S,O,25.0,12.5,18.75,43.75,1892.5218505859375
219,Rb,Na,Ru,O,21.428571428571427,7.142857142857142,14.285714285714285,57.14285714285714,928.4771728515625
220,Ni,Te,Pb,O,18.0,10.0,12.0,60.0,1132.3499755859375
221,K,Na,Ru,O,21.428571428571427,7.142857142857142,14.285714285714285,57.14285714285714,937.5118408203125
222,Dy,Nb,S,O,4.878048780487805,4.878048780487805,17.073170731707318,73.17073170731707,1780.1185302734375
223,H,Pd,N,O,26.666666666666668,6.666666666666667,13.333333333333334,53.333333333333336,397.9499816894531
224,K,Na,Fe,O,10.0,40.0,10.0,40.0,993.5267333984375
225,Rb,Os,O,Vac,8.333333333333332,16.666666666666664,75.0,0.0,828.8984375
226,Re,S,O,Vac,11.76470588235294,11.76470588235294,76.47058823529412,0.0,556.2679443359375
227,Nd,C,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1245.1124267578125
228,Ca,Si,O,Vac,60.0,20.0,20.0,0.0,1776.5098876953125
229,Ba,Mn,O,Vac,20.0,20.0,60.0,0.0,1806.5645751953125
230,Lu,Rh,O,Vac,20.0,20.0,60.0,0.0,1541.6044921875
231,Ba,Nb,O,Vac,4.3478260869565215,34.78260869565217,60.86956521739131,0.0,1951.873046875
232,Eu,Mg,W,O,20.0,10.0,10.0,60.0,1671.5318603515625
233,Cs,Br,O,Vac,60.0,20.0,20.0,0.0,735.3928833007812
234,Ba,Ta,Tl,O,20.0,10.0,10.0,60.0,1283.2279052734375
235,Ba,Ta,Fe,O,20.0,10.0,10.0,60.0,1839.51904296875
236,Sr,Nb,Cr,O,20.0,10.0,10.0,60.0,1800.161865234375
237,Na,Sr,I,O,10.0,20.0,10.0,60.0,883.82763671875
238,Sr,Mn,Re,O,20.0,10.0,10.0,60.0,1201.0111083984375
239,Ba,Mg,Mo,O,20.0,10.0,10.0,60.0,1480.6820068359375
240,Ba,Nb,Rh,O,20.0,10.0,10.0,60.0,1505.296630859375
241,K,Mn,I,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,714.4437866210938
242,Ba,Yb,Mo,O,20.0,10.0,10.0,60.0,1457.7955322265625
243,Eu,Ta,Al,O,20.0,10.0,10.0,60.0,2120.028076171875
244,La,Bi,Cl,O,12.5,25.0,12.5,50.0,1305.8797607421875
245,Ba,Zn,Mo,O,20.0,10.0,10.0,60.0,1476.4429931640625
246,Ba,Ag,I,O,20.0,10.0,10.0,60.0,670.8768310546875
247,Pb,I,O,F,40.0,20.0,20.0,20.0,1090.8568115234375
248,Cs,I,O,Vac,60.0,20.0,20.0,0.0,732.2534790039062
249,Sb,Pb,Br,O,20.0,20.0,20.0,40.0,668.7511596679688
250,Pb,Br,O,F,40.0,20.0,20.0,20.0,1189.98486328125
251,Ba,In,Sb,O,20.0,10.0,10.0,60.0,1869.1815185546875
252,Sr,Ti,Mn,O,20.0,10.0,10.0,60.0,1786.60400390625
253,Sr,Mg,Mo,O,20.0,10.0,10.0,60.0,1564.9639892578125
254,Lu,Se,O,Vac,40.0,20.0,40.0,0.0,2249.159423828125
255,Ba,In,Os,O,20.0,10.0,10.0,60.0,1460.8804931640625
256,K,Ta,Nb,O,20.0,10.0,10.0,60.0,1406.697998046875
257,K,Ta,Nb,O,20.0,10.0,10.0,60.0,1406.697998046875
258,Ba,Li,I,O,20.0,10.0,10.0,60.0,838.7636108398438
259,Zn,Cu,As,O,12.5,12.5,12.5,62.5,1269.3365478515625
260,Zn,Cd,Te,O,15.0,15.0,10.0,60.0,1019.7825317382812
261,Y,Rh,O,Vac,20.0,20.0,60.0,0.0,1481.5299072265625
262,Y,Mn,Fe,O,12.5,12.5,12.5,62.5,1818.5782470703125
263,Tm,Rh,O,Vac,20.0,20.0,60.0,0.0,1570.9161376953125
264,Y,Mn,Ga,O,12.5,12.5,12.5,62.5,1846.2425537109375
265,V,Cd,Bi,O,10.0,20.0,10.0,60.0,1049.498291015625
266,V,Fe,B,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,1196.079833984375
267,Tl,V,S,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,764.1746826171875
268,Tl,S,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,874.1799926757812
269,Tl,Pt,O,Vac,12.5,37.5,50.0,0.0,902.6314697265625
270,Tl,Fe,S,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,979.114990234375
271,Tl,V,Se,O,12.5,12.5,12.5,62.5,686.615234375
272,Tl,V,O,Vac,15.384615384615385,23.076923076923077,61.53846153846154,0.0,864.5010375976562
273,Ti,Ag,P,O,12.5,12.5,12.5,62.5,983.4964599609375
274,Ta,Bi,O,Vac,22.22222222222222,7.4074074074074066,70.37037037037037,0.0,1599.9161376953125
275,Sr,P,O,Vac,23.809523809523807,14.285714285714285,61.904761904761905,0.0,1893.5078125
276,Tl,Mo,P,O,9.090909090909092,12.121212121212121,12.121212121212121,66.66666666666666,932.2427368164062
277,Sr,P,Pd,O,9.090909090909092,18.181818181818183,9.090909090909092,63.63636363636363,1221.9490966796875
278,Sr,Ta,Co,O,20.0,10.0,10.0,60.0,1862.6563720703125
279,Sr,Sc,Bi,O,20.0,10.0,10.0,60.0,1460.8929443359375
280,Sr,Mn,B,O,22.22222222222222,16.666666666666664,5.555555555555555,55.55555555555556,1764.1580810546875
281,Sr,Re,Br,O,20.833333333333336,12.5,4.166666666666666,62.5,966.8809814453125
282,Sr,Cr,Sb,O,20.0,10.0,10.0,60.0,1661.162841796875
283,Ti,S,Cl,O,11.428571428571429,68.57142857142857,17.142857142857142,2.857142857142857,345.7105407714844
284,Sr,V,O,F,13.333333333333334,13.333333333333334,6.666666666666667,66.66666666666666,886.9495239257812
285,Rb,Cd,O,Vac,54.54545454545454,9.090909090909092,36.36363636363637,0.0,908.3792724609375
286,Sm,C,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1148.7802734375
287,Pr,V,O,Vac,20.0,20.0,60.0,0.0,1495.2493896484375
288,Sr,Re,I,O,20.833333333333336,12.5,4.166666666666666,62.5,897.842529296875
289,Rb,Na,Re,O,20.0,6.666666666666667,13.333333333333334,60.0,918.3768920898438
290,Rb,Pb,O,Vac,28.57142857142857,28.57142857142857,42.857142857142854,0.0,1065.3753662109375
291,Rb,La,Nb,O,8.695652173913043,4.3478260869565215,21.73913043478261,65.21739130434783,1520.6646728515625
292,Sm,Sc,Fe,O,15.0,10.0,15.0,60.0,1909.9783935546875
293,Nd,Pd,O,Vac,22.22222222222222,22.22222222222222,55.55555555555556,0.0,1378.026611328125
294,Sm,Ta,Br,O,4.3478260869565215,26.08695652173913,56.52173913043478,13.043478260869565,725.1390380859375
295,Nd,S,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,2387.553955078125
296,Pr,Sc,Fe,O,15.0,10.0,15.0,60.0,1973.3194580078125
