,ID,Name,T,density,ave:en_allen,ave:vdw_radius,sum:num_unfilled,var:boiling_point,var:hhi_p,var:num_unfilled,var:num_p_unfilled,var:num_s_unfilled,var:num_s_valence,max:hhi_p,max:num_unfilled,max:num_p_unfilled,max:num_s_unfilled,min:electron_affinity,min:lattice_constant,min:num_s_valence,DC1,PC2,SC4
5778,mp-559325,Ba7Sc6Al2O19,900,4.978909493,14.81314706,188.8823529,204,1569076.992,3632949.827,9,1.712802768,0,0,5500,9,5,0,0.14462,3.31,2,13.69792475,4.204057046,1383.040626
5779,mp-559346,K3Nb3Si2O13,900,3.716904405,16.11333333,184.5238095,116,3038417.195,8089795.918,3.514739229,1.378684807,0.204081633,0.204081633,8500,7,4,1,0.50147,3.3,1,14.59750193,1.814225621,1561.635447
5780,mp-559352,Ba4Na(BiO4)3,900,7.018145385,15.9002,187.2,34,730433.428,3161500,0.91,1.0275,0.0475,0.0475,5300,3,3,1,0.14462,4.23,1,13.25823431,2.085403083,1059.288902
5781,mp-559549,K2LaNb5O15,900,4.691534421,16.28501071,181,152,4206659.115,12565746.69,5.950850662,0.907372401,0.211720227,0.211720227,9500,9,2,1,0.47,3.3,1,14.13096321,1,1600.572543
5782,mp-559580,SrV2(PO5)2,900,3.814452297,17.6054,169.5333333,80,1471222.704,1585600,3.288888889,0.862222222,0,0,4200,7,3,0,0.048,3.02,2,14.10297606,3.944867393,1424.743522
5783,mp-559594,LaGaSe2O,900,5.667704682,12.84104925,192.4,80,1752852.071,10245600,7.6,2.56,0,0,9500,9,5,0,0.43,3.75,2,13.99867142,1,1358.316849
5784,mp-559713,Fe3(P2O7)2,900,2.944702008,18.29904762,164.7619048,208,1012388.531,633877.551,0.535147392,0.752834467,0,0,2400,4,3,0,0.151,2.87,2,14.45906321,1.791361925,1358.64423
5785,mp-560098,SbO2,900,6.251740091,18.15333333,170,56,734318.488,12168888.89,0.222222222,0.222222222,0,0,7900,3,3,0,1.046,4.51,2,14.66143235,1,1098.862615
5786,mp-560340,La2Pd2O5,900,7.333598415,14.79494361,185.1111111,56,3003639.35,12860000,10.54320988,0.987654321,0,0.691358025,9500,9,2,0,0.47,3.75,0,11.66105516,1,1368.292735
5787,mp-560528,K2Ce(PO4)2,900,3.170277848,16.29617987,182.1538462,92,929585.3046,5571479.29,28.71005917,0.982248521,0.130177515,0.130177515,9500,22,3,1,0.50147,5.16,1,15.48859689,1.057498309,1144.434595
5788,mp-560530,Nb2Cd2O7,900,5.857760441,16.74454545,176,56,3433020.485,9100165.289,4.975206612,0.925619835,0.148760331,0.148760331,8500,7,2,1,0.917406,2.98,1,12.6888671,1,1689.189916
5789,mp-560544,Ba3Zn5In2O11,900,6.091077639,15.10257143,184.1428571,64,703370.0306,1143129.252,2.154195011,2.154195011,0,0,3300,5,5,0,0.14462,2.66,2,13.76982296,1.906239547,1593.435087
5790,mp-560605,LiLa4AuO8,900,7.024109434,14.47878464,184.5714286,54,2738439.595,15819795.92,10.69387755,0.979591837,0.12244898,0.12244898,9500,9,2,1,0.47,3.49,1,12.39957978,1,1464.357354
5791,mp-560608,Nd10S14O,900,5.501302956,11.18692151,202.48,520,1719263.879,18643456,15.36,0.96,0,0,9500,10,2,0,1.4611135,3.66,2,14.52863181,1,1388.04251
5792,mp-560665,LaPb6BrO7,900,7.660437972,15.66634975,180.2666667,96,1309426.725,5080888.889,3.493333333,1.573333333,0,0,9500,9,4,0,0.35674316,3.75,2,13.06567537,1.273323342,1442.283266
5793,mp-560740,La2SnS3O2,900,5.199049725,13.37381156,193.375,128,2103748.962,14121093.75,8.75,1.4375,0,0,9500,9,4,0,0.47,3.75,2,14.29361758,1,1381.282499
5794,mp-560751,GdFe3(BO3)4,900,4.498138728,17.15788692,171.9,216,2929438.472,4267275,9.64,2.56,0,0,9500,16,5,0,0.151,2.87,2,13.3769229,2.497126655,1930.079597
5795,mp-560835,Pr10Se14O,900,6.35968924,10.63920801,208.48,560,2025364.582,13297696,19.44,0.96,0,0,9500,11,2,0,0.962,3.67,2,13.76977136,1,1387.715737
5796,mp-561045,Ba8Ce3(SbO6)4,900,6.264285121,15.85074397,188.2564103,126,1318915.913,9271531.887,30.17751479,1.017751479,0,0,9500,22,3,0,0.14462,4.51,2,14.27914737,4.747885257,1328.784169
5797,mp-561057,SbP2O7,900,3.568908423,18.792,163,184,298017.8572,4844400,0.21,0.21,0,0,7900,3,3,0,0.746607,4.51,2,15.26494638,0.857786288,1125.483785
5798,mp-561076,La3GaS5O,900,4.990060197,11.96257388,196.8,176,2070037.641,15930000,9.84,2.01,0,0,9500,9,5,0,0.43,3.75,2,14.37506899,1,1326.956828
5799,mp-561103,BaTa2O6,900,7.488172127,16.58122222,180.4444444,312,5258500.427,955061.7284,5.209876543,0.888888889,0,0,3000,7,2,0,0.14462,3.31,2,13.94955052,2.277643275,1158.508053
5800,mp-561194,La10S14O,900,5.085495543,10.9380985,204.08,480,2253193.13,18643456,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,14.34907391,1,1312.464152
5801,mp-561406,K3Nb6VO19,900,3.744399837,16.48148276,180.2758621,360,4010463.586,10141831.15,4.920332937,0.903686088,0.214030916,0.214030916,8500,7,2,1,0.50147,3.02,1,14.37917403,1,1680.124578
5802,mp-561426,Ba2CrO4,900,5.200506263,15.09028571,192.8571429,56,1249711.797,1572653.061,3.428571429,0.979591837,0.12244898,0.12244898,3100,6,2,1,0.14462,2.88,1,11.3548354,2.73458776,1454.595281
5803,mp-561448,Na4Ce(As2O7)2,900,3.982878588,16.4152321,174.6956522,264,641837.7156,3982306.238,16.98298677,0.975425331,0.143667297,0.143667297,9500,22,3,1,0.547926,4.13,1,14.98266886,0.792242814,1516.363282
5804,mp-561553,Ba4CeMn3O12,900,5.932665702,15.69071692,187.65,61,1253377.875,4238275,21.0475,0.96,0,0,9500,22,2,0,0.14462,5.02,2,14.77055257,1.560478884,1163.277256
5805,mp-561894,Ba2CoMoO6,900,6.296939521,15.8152,186.5,42,2573760.042,1384500,2.49,0.96,0.09,0.09,3100,6,2,1,0.14462,2.51,1,14.10805362,2.18962752,1614.169546
5806,mp-562779,ErCoO3,900,8.807235283,16.5180596,177,44,2231594.854,12169600,0.16,0.96,0,0,9500,3,2,0,0.66225646,2.51,2,14.89863163,1,2079.172981
5807,mp-562854,CsNb2BiO7,900,5.937213972,16.54527273,186.3636364,64,3477311.626,10764462.81,3.900826446,0.975206612,0.198347107,0.198347107,8500,7,3,1,0.471626,3.3,1,12.8026988,1,1595.587156
5808,mp-566278,WO3,900,6.65224644,18.1875,168.5,48,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,11.84977079,1,1459.950628
5809,mp-567291,Gd3OsO7,900,8.607836161,16.22665593,180.1818182,528,3711390.937,15900826.45,37.81818182,0.925619835,0,0,9500,16,2,0,1.1,2.74,2,14.5593166,1,2039.686265
5810,mp-5692,TbRhO3,900,8.683243208,16.04803665,179.8,56,3087484.479,12182400,1.36,0.96,0.16,0.16,9500,5,2,1,1.137,3.6,1,13.69520621,1,1418.882904
5811,mp-5777,BaTiO3,900,5.713375577,15.4922,187,14,1951054.785,937600,7.36,0.96,0,0,3000,8,2,0,0.079,2.95,2,12.54819373,1.095126062,1369.082907
5812,mp-5794,Zn(GaO2)2,900,5.900596839,16.51642857,169,36,1279960.861,4801224.49,2.816326531,2.816326531,0,0,5500,5,5,0,0.43,2.66,2,13.25320411,1.617239433,1644.062
5813,mp-5803,NbPO5,900,3.184317313,18.35285714,165.4285714,80,2903044.432,7622448.98,2.979591837,0.693877551,0.12244898,0.12244898,8500,7,3,1,0.746607,3.3,1,14.85074888,1.152355394,1511.103749
5814,mp-581301,Li2MgMn3O8,900,3.803687043,15.73785714,169.1428571,132,766111.2633,1878826.531,2.229591837,0.979591837,0.12244898,0.12244898,5300,5,2,1,0.618049,3.21,1,14.54754696,0.594396677,1316.829517
5815,mp-581330,CsCa2Nb3O10,900,4.551197307,15.9215,186.1875,336,3535610.822,10188398.44,4.859375,0.9375,0.1875,0.1875,8500,7,2,1,0.02455,3.3,1,13.93217142,1,1554.572059
5816,mp-583297,Ba6Nb4S13O3,900,3.886138294,12.60523077,202.9230769,240,2468167.295,7669171.598,4.674556213,0.946745562,0.130177515,0.130177515,8500,7,2,1,0.14462,3.3,1,14.38064979,5.449236289,1512.505588
5817,mp-583454,Nb2Bi2PbO9,900,7.75317038,17.40642857,172.8571429,84,2984657.504,8836938.776,3,1,0.12244898,0.12244898,8500,7,4,1,0.35674316,3.3,1,13.99848479,1,1529.139776
5818,mp-583985,Li9Co3P8O29,900,2.852742092,16.47322449,165.0204082,200,595998.6217,1125331.112,0.406497293,1.036234902,0.149937526,0.149937526,3100,3,3,1,0.618049,2.51,1,14.42170835,0.634916978,1536.065634
5819,mp-5843,Ce(PO3)3,900,3.401439566,18.2969491,165.3846154,98,903471.8825,5671597.633,27.86982249,0.532544379,0,0,9500,22,3,0,0.65,5.16,2,15.47595647,0.87546023,1098.499564
5820,mp-584429,Co(PO3)3,900,2.485755672,18.69923077,162.1538462,120,649611.5601,740946.7456,0.213017751,0.532544379,0,0,3100,3,3,0,0.66225646,2.51,2,14.58862999,0.384352564,1661.173455
5821,mp-5909,Zn2GeO4,900,4.560904923,16.57571429,174.4285714,72,1085825.328,2637142.857,1.632653061,1.632653061,0,0,5300,4,4,0,1.232712,2.66,2,13.96862132,0.420585199,1685.207938
5822,mp-5933,BaTiO3,900,5.681509364,15.4922,187,84,1951054.785,937600,7.36,0.96,0,0,3000,8,2,0,0.079,2.95,2,12.45205156,2.925950693,1369.082907
5823,mp-5966,Cd2SnO4,900,7.260587885,16.31714286,180.1428571,24,730243.0195,628163.2653,1.632653061,1.632653061,0,0,2600,4,4,0,1.112067,2.98,2,13.39161994,0.217817024,1352.347619
5824,mp-5986,BaTiO3,900,5.748582892,15.4922,187,14,1951054.785,937600,7.36,0.96,0,0,3000,8,2,0,0.079,2.95,2,12.64466326,1.095126062,1369.082907
5825,mp-5999,Sm2Ti2S2O5,900,5.233540452,15.28471308,183.0909091,46,1750471.065,11625123.97,8.330578512,0.925619835,0,0,9500,8,2,0,0.079,2.95,2,11.58133428,1,1849.113089
5826,mp-6055,Sm2SiTeO4,900,6.832866461,15.48773048,187,120,1034591.842,13719375,6.4375,1.4375,0,0,9500,8,4,0,1.3895211,4.45,2,14.53362723,1,1239.209315
5827,mp-6088,LaCuSO,900,6.124617207,12.85131156,192.75,28,2223283.221,13931875,10.25,1,0.1875,0.1875,9500,9,2,1,0.47,3.61,1,13.40012032,1,1400.188285
5828,mp-6101,Ba3Nb6(Si2O13)2,900,4.33931013,17.08597436,177.025641,110,3305838.186,8699408.284,3.890861275,1.267587114,0.130177515,0.130177515,8500,7,4,1,0.14462,3.3,1,14.14669999,1,1543.703346
5829,mp-6105,Pr2Ta3(SeO4)2,900,7.987919635,15.47480267,182.8,252,5217519.074,8641155.556,10.96,0.888888889,0,0,9500,11,2,0,0.322,3.31,2,14.15523194,2.777403757,1562.894075
5830,mp-616175,EuSO4,900,5.15354833,17.95825009,170.5,68,432613.9398,11155555.56,3.472222222,0.555555556,0,0,9500,7,2,0,0.864,4.61,2,14.98408455,1,1238.890495
5831,mp-6166,PrCuSO,900,6.267240647,13.00400501,192,32,2275701.563,13931875,16.5,1,0.1875,0.1875,9500,11,2,1,0.962,3.61,1,13.75690391,1,1418.949624
5832,mp-616601,Ba2InRuO6,900,6.477109748,15.7475,185.4,63,1844256.168,1660500,2.09,2.01,0.09,0.09,3300,5,5,1,0.14462,2.7,1,14.00609939,2.756572291,1503.044803
5833,mp-617,PtO2,900,9.198821419,17.62666667,172.3333333,6,3573016.941,5555555.556,0,0.888888889,0.222222222,0.222222222,5500,2,2,1,1.4611135,3.92,1,13.2659802,1,1079.065926
5834,mp-623092,Gd4Au2O9,900,9.083662388,16.03273024,182.1333333,336,2625694.453,15497600,39.44,0.96,0.115555556,0.115555556,9500,16,2,1,1.4611135,3.64,1,13.69941893,1,1517.870718
5835,mp-6233,NaSr3RuO6,900,5.032663173,14.49863636,190.8181818,34,1486497.935,2715371.901,1.338842975,0.991735537,0.148760331,0.148760331,4200,4,2,1,0.048,2.7,1,11.6803223,3.877642897,1532.096337
5836,mp-6259,SrLi2Ta2O7,900,6.499342627,15.15491667,176.75,30,4092942.544,1624097.222,4.416666667,0.972222222,0.138888889,0.138888889,4200,7,2,1,0.048,3.31,1,12.9497913,2.110752264,1137.912814
5837,mp-6273,Ba4Na(SbO4)3,900,6.299665565,15.8762,187.05,34,738812.848,6792400,0.91,1.0275,0.0475,0.0475,7900,3,3,1,0.14462,4.23,1,13.95938202,2.371783499,1196.842151
5838,mp-6281,NaCa3RuO6,900,3.999164252,14.61263636,185.9090909,34,1525105.01,2341983.471,1.338842975,0.991735537,0.148760331,0.148760331,3900,4,2,1,0.02455,2.7,1,13.45871746,4.389654306,1468.255224
5839,mp-631631,Mn5V2Pb3O16,900,6.139971977,17.096,172.1923077,83,1461293.415,930784.0237,2.693786982,1.443786982,0,0,3300,7,4,0,0.35674316,3.02,2,12.61335069,0.781690607,1352.629044
5840,mp-6342,LiCa3RuO6,900,3.964588865,14.63554545,181.8181818,34,1524235.541,2404462.81,1.338842975,0.991735537,0.148760331,0.148760331,3900,4,2,1,0.02455,2.7,1,13.49795104,4.506761324,1433.773214
5841,mp-636284,WO3,900,6.640348386,18.1875,168.5,24,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,11.77847556,1,1459.950628
5842,mp-6428,Ba2YRuO6,900,6.163484413,15.4313,189.3,25,2304781.285,7738000,5.85,0.96,0.09,0.09,9800,9,2,1,0.14462,2.7,1,13.77043509,1.512170333,2142.119228
5843,mp-646749,Nb2Ni4O9,900,5.732655746,16.896,172.8,160,3443327.057,7160000,2.888888889,0.96,0.115555556,0.115555556,8500,7,2,1,0.917406,3.3,1,13.69894336,0.958536804,1490.567671
5844,mp-647391,CeP5O14,900,3.146932839,18.56601692,163.5,260,617023.0784,3931875,18.6875,0.4275,0,0,9500,22,3,0,0.65,5.16,2,15.51438818,0.66589858,1138.075047
5845,mp-647532,Eu5P3ClO12,900,5.785725021,16.58464299,176.8571429,138,538911.299,13871882.09,4.489795918,0.997732426,0,0,9500,7,3,0,0.746607,4.61,2,14.77495652,1,1208.261493
5846,mp-650224,Fe7(P2O7)4,900,3.567280256,18.12093023,165.6744186,216,1122498.137,660097.3499,0.575446187,0.817739319,0,0,2400,4,3,0,0.151,2.87,2,14.15122681,1.870882822,1346.746892
5847,mp-6514,NaLaTiO4,900,4.795747223,14.64646375,184.1428571,52,2410784.613,9551020.408,9.346938776,0.979591837,0.12244898,0.12244898,9500,9,2,1,0.079,2.95,1,13.04265504,1,1788.897781
5848,mp-652683,Ba2Fe6O11,900,4.626406131,16.27484211,180.6315789,184,1815549.946,1052853.186,1.506925208,0.975069252,0,0,3000,4,2,0,0.14462,2.87,2,13.19166976,2.396186236,1361.264774
5849,mp-6548,K2La2Ti3O10,900,4.764175477,14.96120544,187.5882353,64,2461314.385,8057024.221,9.121107266,0.968858131,0.103806228,0.103806228,9500,9,2,1,0.079,2.95,1,13.09656531,3.863156922,1847.20502
5850,mp-656887,Ni3O4,900,5.600675622,16.97571429,171.2857143,28,2080681.797,61224.4898,0,0.979591837,0,0,1000,2,2,0,1.156,3.52,2,14.22728251,0.056894041,924.2099962
5851,mp-6622,BaNd2Ti3O10,900,5.626596925,15.75722547,181.1875,128,2414885.268,8640585.938,11,0.9375,0,0,9500,10,2,0,0.079,2.95,2,12.26101265,6.258898882,1846.95996
5852,mp-662600,La20Ti11(S22O3)2,900,4.62991658,11.94043117,197.691358,736,2193096.627,14251205.61,10.51973784,0.9449779,0,0,9500,9,2,0,0.079,2.95,2,13.29802218,1,1744.352238
5853,mp-6639,RbGeSbO5,900,4.708901242,16.814625,185,144,1134559.918,8611093.75,0.6875,1.109375,0.109375,0.109375,7900,4,4,1,0.48592,4.51,1,14.95531578,1,1137.403661
5854,mp-669388,Gd2Se2O,900,7.064400374,12.56709536,200,152,2077571.824,15237600,47.04,0.96,0,0,9500,16,2,0,1.4611135,3.64,2,13.52141946,1,1499.049123
5855,mp-669389,Sr3InRhO6,900,6.035966063,14.93609091,187.4545455,40,1547639.904,2831735.537,1.966942149,2.066115702,0.082644628,0.082644628,4200,5,5,1,0.048,3.8,1,13.40885953,4.549411248,1061.090659
5856,mp-6721,Sr3LiRuO6,900,5.046033038,14.52154545,186.7272727,34,1485440.284,2751074.38,1.338842975,0.991735537,0.148760331,0.148760331,4200,4,2,1,0.048,2.7,1,11.7679701,3.928627245,1496.9022
5857,mp-674490,FeSbO4,900,5.799991987,17.97,169.6666667,30,1357401.549,7325833.333,0.583333333,0.805555556,0,0,7900,4,3,0,0.151,2.87,2,12.92282521,2.322753632,1759.850266
5858,mp-675370,LiMnO2,900,4.022833336,14.613,172.75,140,785073.5824,976875,2.25,1,0.1875,0.1875,2900,5,2,1,0.618049,3.49,1,14.65200183,0.583843578,1008.839402
5859,mp-675857,Cd2SnO4,900,6.570418756,16.31714286,180.1428571,24,730243.0195,628163.2653,1.632653061,1.632653061,0,0,2600,4,4,0,1.112067,2.98,2,11.46644657,0.217817024,1352.347619
5860,mp-6761,NaTi2(PO4)3,900,2.840041817,17.655,167.3888889,100,1164184.657,312500,3.617283951,0.805555556,0.052469136,0.052469136,2000,8,3,1,0.079,2.95,1,14.53130641,1.715148189,1324.951496
5861,mp-676861,AlSbO4,900,5.632514526,17.7865,166.3333333,16,1166553.581,7321388.889,1.222222222,1.222222222,0,0,7900,5,5,0,0.43283,4.05,2,14.32670879,1.049203255,1192.378148
5862,mp-683963,Gd3RuO7,900,7.753954359,16.16483775,179.9090909,528,3038606.027,15463636.36,37.81818182,0.925619835,0.082644628,0.082644628,9500,16,2,1,1.05,2.7,1,14.22818177,1,2101.833692
5863,mp-690544,Ga2FeO4,900,5.684689332,16.69428571,169.4285714,88,1798726.997,4768571.429,1.836734694,2.816326531,0,0,5500,5,5,0,0.151,2.87,2,12.66400156,4.370025137,1493.278153
5864,mp-703673,YbVO3,900,8.307321877,16.50026836,177.8,52,1938606.287,12198400,5.44,0.96,0,0,9500,7,2,0,-0.02,3.02,2,14.67470583,1,1793.539622
5865,mp-703682,GdMn2O5,900,6.182785782,16.7347173,175.5,144,1701162.241,8467500,20.5,0.9375,0,0,9500,16,2,0,1.4611135,3.64,2,14.19347868,0.645425293,1544.097689
5866,mp-7041,CaHgO2,900,6.264986271,14.81825,189.5,4,463090.9768,4730000,1,1,0,0,5500,2,2,0,0.02455,2.99,2,13.47924142,0.615563008,1527.669356
5867,mp-704943,Li2Mn3ZnO8,900,4.318832393,15.86278571,171.1428571,132,753288.7894,736734.6939,2.229591837,0.979591837,0.12244898,0.12244898,2900,5,2,1,0.618049,2.66,1,13.66892956,0.439364207,1471.901694
5868,mp-705116,Sr2MnMoO6,900,5.240471473,15.86,183.2,92,2235318.361,2138400,3.21,0.96,0.09,0.09,4200,6,2,1,0.048,3.15,1,12.81224141,5.730223974,1319.535765
5869,mp-705411,WO3,900,6.124112098,18.1875,168.5,72,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,12.56980067,1,1459.950628
5870,mp-7060,LaZnPO,900,5.691611745,11.96506156,194,28,1977440.861,12705000,11.25,1.6875,0,0,9500,9,3,0,0.47,2.66,2,12.8164228,1,1945.129278
5871,mp-7061,NdZnAsO,900,6.627587313,12.05807594,194.25,30,1450719.428,12111875,14.1875,1.6875,0,0,9500,10,3,0,0.804,2.66,2,13.65980998,1,2043.114349
5872,mp-7128,Cd(AsO3)2,900,5.672598365,18.14611111,166.6666667,18,158673.0747,1331358.025,0.666666667,0.666666667,0,0,3300,3,3,0,0.804,2.98,2,12.85380861,0.444841766,1611.963646
5873,mp-7148,K2SrTa2O7,900,5.957971163,14.97958333,192.25,30,4098592.21,1267430.556,4.416666667,0.972222222,0.138888889,0.138888889,4200,7,2,1,0.048,3.31,1,9.784820431,1.647211681,1234.813504
5874,mp-715923,WO3,900,6.682386992,18.1875,168.5,24,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,12.01045968,1,1459.950628
5875,mp-7181,CsSr2Ta3O10,900,6.769369426,15.792375,189.1875,42,4556649.752,2901210.938,4.859375,0.9375,0.05859375,0.05859375,6000,7,2,1,0.048,3.31,1,13.36839581,2.598852959,1381.548328
5876,mp-721324,Gd2(MoO4)3,900,4.319690856,17.36738099,173.1176471,148,3889206.13,8222906.574,20.34602076,0.830449827,0.14532872,0.14532872,9500,16,2,1,0.748,3.15,1,14.33401327,1.173829405,1727.110278
5877,mp-7233,La2SeO2,900,6.173819004,12.9220985,196,24,2794650.484,17454400,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,13.62126417,1,1354.10805
5878,mp-7288,Sc2SO2,900,3.715627619,14.4228,182.8,48,1940308.942,5846400,11.76,0.96,0,0,5500,9,2,0,0.188,3.31,2,14.48203669,1,1287.108655
5879,mp-7374,Ba(CuO)2,900,5.771651892,13.9702,192.8,12,1543961.481,850400,0.56,0.96,0.24,0.24,3000,2,2,1,0.14462,3.61,1,13.43341047,0.745654877,983.9422579
5880,mp-7375,KNbO3,900,4.368736604,15.352,189.8,14,3650109.629,9702400,4.56,0.96,0.24,0.24,8500,7,2,1,0.50147,3.3,1,14.32102408,1,1549.594332
5881,mp-744259,Ca3Mn2(GeO4)3,900,4.373774936,16.53695,178,184,1398479.997,3515400,2.01,1.56,0,0,5300,5,4,0,0.02455,5.58,2,15.33658224,13.03126753,761.2956006
5882,mp-752418,La2Se2O,900,5.818279795,11.5180985,203.6,96,2349467.506,15237600,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,13.92116861,1,1340.945462
5883,mp-752445,TiV2O7,900,2.606350155,17.5816,168.9,144,2617047.314,1219600,6.04,0.84,0,0,3300,8,2,0,0.079,2.95,2,14.61979851,3.930960017,1351.880518
5884,mp-752598,Mn(AsO2)2,900,3.973838425,17.42,169,76,551726.1346,1496734.694,1.06122449,0.857142857,0,0,3300,5,3,0,0.804,4.13,2,15.04736858,0.591321407,984.0947227
5885,mp-752629,K(CoO2)2,900,4.139072192,15.92857143,183.2857143,60,1775623.769,1301224.49,0.408163265,0.979591837,0.12244898,0.12244898,3100,3,2,1,0.50147,2.51,1,13.45467068,0.834509858,1563.015579
5886,mp-752658,Y2SeO2,900,5.426564398,14.0644,191.6,24,2606668.183,18690400,11.76,0.96,0,0,9800,9,2,0,0.307,3.65,2,13.95661068,1,1451.450689
5887,mp-752849,Y2Pb2O7,900,7.433625173,16.79290909,175.6363636,80,1946451.528,12233553.72,6.958677686,1.454545455,0,0,9800,9,4,0,0.307,3.65,2,13.06934079,1,1485.770736
5888,mp-752989,Ti8O13,900,3.974272808,16.3352381,174.4761905,90,2839266.37,84897.95918,8.489795918,0.943310658,0,0,1100,8,2,0,0.079,2.95,2,13.93514707,0.926283059,1152.883482
5889,mp-753066,Ti2CoO5,900,4.14670664,16.75,172.75,116,2614716.201,709375,6.484375,0.9375,0,0,3100,8,2,0,0.079,2.51,2,12.76198446,2.339204311,1580.098851
5890,mp-753192,Yb4Sb2O,900,9.036668044,11.75333818,209.7142857,8,321289.6126,9265306.122,1.836734694,1.836734694,0,0,9500,3,3,0,-0.02,4.51,2,13.57868245,0.833942181,1209.171267
5891,mp-753287,CaCdO2,900,5.517150908,14.457,188.25,4,491884.984,1927500,1,1,0,0,3900,2,2,0,0.02455,2.98,2,11.72156663,0.495670693,1360.27947
5892,mp-753414,Lu2Pt2O7,900,10.80005493,16.61363636,176.1818182,72,3347576.073,12793388.43,7.289256198,0.925619835,0.148760331,0.148760331,9500,9,2,1,0.34,3.51,1,15.03264138,1,1486.041276
5893,mp-753467,TaCrO4,900,7.245984661,17.19,172.6666667,42,4610247.265,1128888.889,4.583333333,0.888888889,0.138888889,0.138888889,3100,7,2,1,0.322,2.88,1,14.17163304,1.001507613,1335.794416
5894,mp-753489,Zn(CoO2)2,900,5.464205423,16.65071429,172.7142857,28,1775809.643,1294285.714,0.857142857,0.979591837,0,0,3100,3,2,0,0.66225646,2.51,2,12.41320987,0.590752622,1518.573985
5895,mp-753679,NbVO4,900,4.903336403,17.1405,172.1666667,88,4154645.225,8733333.333,5.555555556,0.888888889,0.138888889,0.138888889,8500,7,2,1,0.525,3.02,1,13.6380792,1,1636.689498
5896,mp-753736,Ta2MnO6,900,7.771439549,17.15111111,173.4444444,124,5295757.945,581728.3951,4.469135802,0.888888889,0,0,2300,7,2,0,0.322,3.31,2,14.02188007,0.820258512,1098.830464
5897,mp-753747,Ta3O7F,900,8.184016911,18.01,170.6363636,36,6238969.843,636033.0579,5.289256198,0.776859504,0,0,2300,7,2,0,0.322,3.31,2,14.26237029,0.781862594,1121.426864
5898,mp-753781,EuHfO3,900,8.894546648,15.58190011,182.8,21,4371609.513,12217600,7.36,0.96,0,0,9500,8,2,0,0.014,3.2,2,14.75085128,1,1618.147844
5899,mp-753920,Tm2SeO2,900,8.900995881,15.42030292,189.6,8,913427.252,17454400,0.24,0.96,0,0,9500,2,2,0,1.029,3.54,2,14.02869022,1,1510.999922
5900,mp-753983,In2HgO4,900,7.837642337,16.49514286,173.8571429,36,980942.9674,3518367.347,2.816326531,2.816326531,0,0,5500,5,5,0,0.3,2.99,2,14.38375626,1.513095502,1513.101293
5901,mp-753993,NbVO5,900,3.0573657,17.74328571,169.2857143,96,3805984.262,7882448.98,5.102040816,0.816326531,0.12244898,0.12244898,8500,7,2,1,0.525,3.02,1,14.66251755,1.652902082,1649.391803
5902,mp-754207,Tb2Mn2O7,900,7.024055332,16.72748786,176.3636364,68,1758569.188,11575041.32,2.082644628,0.925619835,0,0,9500,5,2,0,1.165,3.6,2,13.08148228,1,1456.946092
5903,mp-754225,YbTiO3,900,8.008387117,16.32166836,178.6,56,1847285.591,12585600,7.36,0.96,0,0,9500,8,2,0,-0.02,2.95,2,14.61334901,1,1861.776906
5904,mp-754246,TiSnO3,900,4.572232866,16.608,176.8,36,2208074.56,662400,5.44,1.6,0,0,2600,8,4,0,0.079,2.95,2,13.3734947,1.777597548,1318.953913
5905,mp-754318,MnZnO3,900,5.43253952,16.763,172.4,22,739068.4927,290400,2.56,0.96,0,0,1600,5,2,0,1.4611135,2.66,2,13.37612963,0.130789185,1445.311743
5906,mp-754329,CdSnO3,900,6.808462517,16.773,178.2,20,920355.4831,734400,1.6,1.6,0,0,2600,4,4,0,1.112067,2.98,2,12.57166641,0.249775802,1343.204844
5907,mp-754534,Li2CeO3,900,4.347164979,13.41572305,177,30,1631453.135,10130000,58,1,0.222222222,0.222222222,9500,22,2,1,0.618049,3.49,1,14.53117486,1,1493.97198
5908,mp-754748,CoO2,900,4.092922942,17.86,168,28,2071033.088,1502222.222,0.222222222,0.888888889,0,0,3100,3,2,0,0.66225646,2.51,2,13.67014778,0.68566137,1550.889691
5909,mp-754768,Tb2Pt2O7,900,9.924449778,16.69476059,177.8181818,56,3070799.834,12793388.43,1.338842975,0.925619835,0.148760331,0.148760331,9500,5,2,1,1.165,3.6,1,14.44110019,1,1436.542753
5910,mp-754794,La2S2O,900,5.056239144,11.9060985,199.6,96,2543083.983,18873600,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,14.36287716,1,1328.592794
5911,mp-754807,LiFeSbO4,900,4.97159121,16.17314286,171.4285714,64,1170317.946,6367755.102,0.775510204,1.102040816,0.12244898,0.12244898,7900,4,3,1,0.151,2.87,1,12.47399892,3.108092542,1675.354822
